"BusStopID","Longitude","Latitude","BusStopName"
"988","Stop_1368",8.7795496,50.806325,"node/2935220531"
"989","Stop_1369",8.7800203,50.8064024,"node/2935220532"
"990","Stop_1370",8.7817847,50.8040923,"node/3380519899"
"991","Stop_1371",8.7759853,50.8006835,"node/3632904591"
"992","Stop_1372",8.7761055,50.8007151,"node/3632904592"
"993","Stop_1373",8.7818007,50.8041965,"node/3632904711"
"994","Stop_1374",8.7811613,50.8056154,"node/3632904715"
"995","Stop_1375",8.7808758,50.8057584,"node/3632904720"
"996","Stop_1376",8.7814265,50.805765,"node/3632904721"
"997","Stop_1377",8.7809032,50.8058526,"node/3632904724"
"998","Stop_1378",8.7757065,50.8006144,"node/3735006239"
"999","Stop_1379",8.7789915,50.8066502,"node/4232298105"
"1000","Stop_1380",8.7789713,50.8067563,"node/4232298106"
"1001","Stop_1381",8.7604117,50.8085756,"node/489329380"
"1002","Stop_1382",8.7593229,50.8119814,"node/1634138033"
"1003","Stop_1383",8.7573966,50.812064,"node/1634138067"
"1004","Stop_1384",8.7558396,50.8124365,"node/1832547236"
"1005","Stop_1385",8.761558,50.8125692,"node/2505351661"
"1006","Stop_1386",8.7574382,50.8120527,"node/3784388522"
"1007","Stop_1387",8.7573579,50.8120761,"node/3784388523"
"1008","Stop_1388",8.7585879,50.808611,"node/3894066548"
"1009","Stop_1389",8.7586451,50.8085925,"node/3924301861"
"1010","Stop_1390",8.7613243,50.8124869,"node/4235491419"
"1011","Stop_1391",8.7614184,50.8125202,"node/4235491420"
"1012","Stop_1392",8.7686596,50.8070239,"node/20111252"
"1013","Stop_1393",8.7645162,50.8074677,"node/60783136"
"1014","Stop_1394",8.7685603,50.8070085,"node/300444854"
"1015","Stop_1395",8.7635456,50.8081471,"node/1831906672"
"1016","Stop_1396",8.7629361,50.8082986,"node/1999219176"
"1017","Stop_1397",8.7679507,50.8069188,"node/2923719908"
"1018","Stop_1398",8.7687004,50.8069191,"node/2968610854"
"1019","Stop_1399",8.7686037,50.8071767,"node/3629443133"
"1020","Stop_1400",8.7679089,50.8069135,"node/3633140848"
"1021","Stop_1401",8.7684775,50.8069957,"node/3633140851"
"1022","Stop_1402",8.7665317,50.8098363,"node/3894067271"
"1023","Stop_1403",8.7666104,50.8098212,"node/3894067273"
"1024","Stop_1404",8.7644662,50.8074538,"node/3894314439"
"1025","Stop_1405",8.7645521,50.8074764,"node/3894314440"
"1026","Stop_1406",8.7684223,50.8076052,"node/3894328696"
"1027","Stop_1407",8.7666131,50.8079456,"node/3899099559"
"1028","Stop_1408",8.7668072,50.8079676,"node/3899099560"
"1029","Stop_1409",8.7671818,50.8068168,"node/3899099564"
"1030","Stop_1410",8.7674531,50.806854,"node/3899099565"
"1031","Stop_1411",8.7686135,50.8076293,"node/3899099566"
"1032","Stop_1412",8.7680045,50.8069263,"node/3899099567"
"1033","Stop_1413",8.7624257,50.8068394,"node/3899786594"
"1034","Stop_1414",8.7629463,50.8069765,"node/3899786595"
"1035","Stop_1415",8.7644941,50.8096542,"node/3924301860"
"1036","Stop_1416",8.7658431,50.8139778,"node/316692686"
"1037","Stop_1417",8.7684577,50.8159737,"node/358439800"
"1038","Stop_1418",8.7627543,50.8144984,"node/2578032986"
"1039","Stop_1419",8.7642056,50.8135028,"node/2626504116"
"1040","Stop_1420",8.7685024,50.8159995,"node/2978913843"
"1041","Stop_1421",8.764141,50.8134825,"node/3784388525"
"1042","Stop_1422",8.7642812,50.8135276,"node/3784388526"
"1043","Stop_1423",8.7644727,50.8135733,"node/3784388527"
"1044","Stop_1424",8.7643421,50.8135895,"node/3784388528"
"1045","Stop_1425",8.768593,50.8158324,"node/3892093002"
"1046","Stop_1426",8.7733682,50.8091556,"node/73872559"
"1047","Stop_1427",8.7715617,50.8110369,"node/92149563"
"1048","Stop_1428",8.7723581,50.8094052,"node/267991757"
"1049","Stop_1429",8.7725686,50.808859,"node/346256049"
"1050","Stop_1430",8.768803,50.8070419,"node/490524220"
"1051","Stop_1431",8.7740376,50.8098353,"node/1095060336"
"1052","Stop_1432",8.7719858,50.8077401,"node/1777379382"
"1053","Stop_1433",8.7717658,50.8075093,"node/1922680421"
"1054","Stop_1434",8.7717203,50.8073779,"node/1955596460"
"1055","Stop_1435",8.7735194,50.8075831,"node/1986183031"
"1056","Stop_1436",8.772352,50.8094141,"node/2366182338"
"1057","Stop_1437",8.7717381,50.8073365,"node/2901052952"
"1058","Stop_1438",8.7713942,50.8074211,"node/2901052953"
"1059","Stop_1439",8.7718126,50.807524,"node/2901052954"
"1060","Stop_1440",8.7721352,50.8076444,"node/2901052955"
"1061","Stop_1441",8.772456,50.8076777,"node/2901052956"
"1062","Stop_1442",8.7722871,50.8078376,"node/2901052957"
"1063","Stop_1443",8.7727039,50.8088206,"node/2901052958"
"1064","Stop_1444",8.7727498,50.8088572,"node/2901052959"
"1065","Stop_1445",8.7729445,50.8089667,"node/2901052962"
"1066","Stop_1446",8.7725505,50.8090183,"node/2901052964"
"1067","Stop_1447",8.7732887,50.809121,"node/2901052966"
"1068","Stop_1448",8.7734219,50.8091859,"node/2901052967"
"1069","Stop_1449",8.7739993,50.8097669,"node/2901052969"
"1070","Stop_1450",8.7740693,50.8098992,"node/2901052975"
"1071","Stop_1451",8.7719439,50.8077466,"node/2944086270"
"1072","Stop_1452",8.7688484,50.8070489,"node/3633140852"
"1073","Stop_1453",8.7692934,50.8071169,"node/3735006234"
"1074","Stop_1454",8.773024,50.8089998,"node/3735006240"
"1075","Stop_1455",8.7734738,50.8075873,"node/3759950706"
"1076","Stop_1456",8.7739527,50.8076123,"node/3759950712"
"1077","Stop_1457",8.7704485,50.8090832,"node/3894066536"
"1078","Stop_1458",8.7703748,50.8090354,"node/3894066537"
"1079","Stop_1459",8.770188,50.8072413,"node/3899099561"
"1080","Stop_1460",8.768988,50.8070721,"node/3899099562"
"1081","Stop_1461",8.7718127,50.8077535,"node/3899113088"
"1082","Stop_1462",8.774357,50.8104159,"node/3899113090"
"1083","Stop_1463",8.7744305,50.8105458,"node/3899113091"
"1084","Stop_1464",8.7726033,50.8086355,"node/3899113092"
"1085","Stop_1465",8.7708023,50.8073357,"node/3920094446"
"1086","Stop_1466",8.7757973,50.8133349,"node/73872582"
"1087","Stop_1467",8.7766984,50.8069275,"node/81567075"
"1088","Stop_1468",8.7767733,50.8077947,"node/128192216"
"1089","Stop_1469",8.7781187,50.8072053,"node/299983623"
"1090","Stop_1470",8.7765476,50.807522,"node/300291275"
"1091","Stop_1471",8.7802887,50.8078285,"node/311975139"
"1092","Stop_1472",8.7795405,50.812722,"node/314898393"
"1093","Stop_1473",8.78069,50.8077519,"node/336254346"
"1094","Stop_1474",8.7757319,50.80783,"node/345602535"
"1095","Stop_1475",8.7789552,50.8100926,"node/1644195251"
"1096","Stop_1476",8.7758379,50.8132602,"node/2298768639"
"1097","Stop_1477",8.7764626,50.8073014,"node/2344904472"
"1098","Stop_1478",8.7769662,50.8075167,"node/2484832785"
"1099","Stop_1479",8.776664,50.8075087,"node/2484832786"
"1100","Stop_1480",8.7770173,50.8075987,"node/2484832789"
"1101","Stop_1481",8.7757036,50.8077338,"node/2484832793"
"1102","Stop_1482",8.7778041,50.8072577,"node/2935220538"
"1103","Stop_1483",8.7766521,50.8074742,"node/2935220540"
"1104","Stop_1484",8.7770885,50.8075815,"node/2935220541"
"1105","Stop_1485",8.7765702,50.8076032,"node/2935220542"
"1106","Stop_1486",8.7754376,50.8077714,"node/2935220543"
"1107","Stop_1487",8.775782,50.8078227,"node/2935220544"
"1108","Stop_1488",8.7767936,50.8078516,"node/2935220545"
"1109","Stop_1489",8.7795976,50.8126954,"node/3139618419"
"1110","Stop_1490",8.7794761,50.8127519,"node/3139618420"
"1111","Stop_1491",8.7780533,50.8081113,"node/3340239127"
"1112","Stop_1492",8.7759796,50.8077986,"node/3735567220"
"1113","Stop_1493",8.7753125,50.8122222,"node/3811911076"
"1114","Stop_1494",8.7753234,50.8122416,"node/3811911078"
"1115","Stop_1495",8.7753507,50.8122966,"node/3811911081"
"1116","Stop_1496",8.7753569,50.812312,"node/3811911082"
"1117","Stop_1497",8.7755739,50.807754,"node/3899113089"
"1118","Stop_1498",8.7765669,50.8072721,"node/3899786586"
"1119","Stop_1499",8.7800513,50.8124893,"node/3924301862"
"1120","Stop_1500",8.779955,50.8125306,"node/3924301863"
"1121","Stop_1501",8.7807209,50.808805,"node/3924301868"
"1122","Stop_1502",8.7777721,50.8072692,"node/3938495653"
"1123","Stop_1503",8.7741948,50.8189919,"node/279034185"
"1124","Stop_1504",8.7739666,50.8190045,"node/279035141"
"1125","Stop_1505",8.7690467,50.8146237,"node/305724796"
"1126","Stop_1506",8.7692498,50.8145019,"node/305724798"
"1127","Stop_1507",8.7743427,50.8137235,"node/316691790"
"1128","Stop_1508",8.7692827,50.8146079,"node/345123805"
"1129","Stop_1509",8.7691177,50.8162888,"node/552415590"
"1130","Stop_1510",8.7696604,50.8144881,"node/1105473668"
"1131","Stop_1511",8.7730688,50.8140206,"node/1699517423"
"1132","Stop_1512",8.7729099,50.818536,"node/2263112418"
"1133","Stop_1513",8.7742058,50.8189768,"node/2298829669"
"1134","Stop_1514",8.7691713,50.8163158,"node/2298845301"
"1135","Stop_1515",8.77289,50.8149723,"node/2341008788"
"1136","Stop_1516",8.7697789,50.814015,"node/2480534495"
"1137","Stop_1517",8.7697667,50.8140337,"node/2480534498"
"1138","Stop_1518",8.770913,50.8169968,"node/2978913874"
"1139","Stop_1519",8.7708696,50.8170303,"node/2978913878"
"1140","Stop_1520",8.7706283,50.8170596,"node/2978913879"
"1141","Stop_1521",8.7708521,50.8171728,"node/2978913885"
"1142","Stop_1522",8.7708837,50.8171888,"node/2978913888"
"1143","Stop_1523",8.7708767,50.8145653,"node/3138329112"
"1144","Stop_1524",8.7735903,50.8185435,"node/3413950617"
"1145","Stop_1525",8.7733814,50.8187214,"node/3413950618"
"1146","Stop_1526",8.7732952,50.8186791,"node/3661249842"
"1147","Stop_1527",8.7730202,50.8182012,"node/3728901472"
"1148","Stop_1528",8.7730779,50.8182239,"node/3728901473"
"1149","Stop_1529",8.7741868,50.8190013,"node/3730283259"
"1150","Stop_1530",8.7739587,50.8187338,"node/3734610440"
"1151","Stop_1531",8.7712406,50.8144803,"node/3735006232"
"1152","Stop_1532",8.7736941,50.8185971,"node/3735006235"
"1153","Stop_1533",8.7729923,50.8140415,"node/3752060553"
"1154","Stop_1534",8.7725322,50.8141678,"node/3752060555"
"1155","Stop_1535",8.7728199,50.8142101,"node/3752060556"
"1156","Stop_1536",8.7728307,50.8142763,"node/3752060557"
"1157","Stop_1537",8.7725707,50.8141566,"node/3753142556"
"1158","Stop_1538",8.7728817,50.8148767,"node/3753142557"
"1159","Stop_1539",8.7728934,50.8150126,"node/3753142558"
"1160","Stop_1540",8.7697294,50.8144925,"node/3784388535"
"1161","Stop_1541",8.769204,50.8145053,"node/3784388536"
"1162","Stop_1542",8.7692625,50.814624,"node/3784388540"
"1163","Stop_1543",8.769089,50.8146542,"node/3784388541"
"1164","Stop_1544",8.7728601,50.8181892,"node/3857771844"
"1165","Stop_1545",8.7730946,50.8182099,"node/3857771848"
"1166","Stop_1546",8.7736616,50.8138834,"node/3892093000"
"1167","Stop_1547",8.7715621,50.8144007,"node/3892093001"
"1168","Stop_1548",8.7692584,50.8137483,"node/3894067274"
"1169","Stop_1549",8.7733925,50.8184423,"node/3922571234"
"1170","Stop_1550",8.7736639,50.8188613,"node/3922571235"
"1171","Stop_1551",8.774324,50.8174239,"node/3922955456"
"1172","Stop_1552",8.7779352,50.8192577,"node/2589244857"
"1173","Stop_1553",8.778042,50.8190178,"node/3734990607"
"1174","Stop_1554",8.7779529,50.8192094,"node/3734990611"
"1175","Stop_1555",8.7779152,50.8193041,"node/3734990613"
"1176","Stop_1556",8.7756673,50.8133901,"node/3811748590"
"1177","Stop_1557",8.7766037,50.8157691,"node/3922956557"
"1178","Stop_1558",8.7783498,50.8193502,"node/3922962731"
"1179","Stop_1559",8.7777985,50.8195898,"node/3922962732"
"1180","Stop_1560",8.7823812,50.798723,"node/2730955401"
"1181","Stop_1561",8.7847914,50.7990312,"node/2730955404"
"1182","Stop_1562",8.7892066,50.799621,"node/358434155"
"1183","Stop_1563",8.7898907,50.7957556,"node/1080698028"
"1184","Stop_1564",8.7894862,50.7996614,"node/1699401619"
"1185","Stop_1565",8.790984,50.7963943,"node/1833672963"
"1186","Stop_1566",8.7893655,50.7998845,"node/2524489921"
"1187","Stop_1567",8.78938,50.7998565,"node/3632904589"
"1188","Stop_1568",8.7914543,50.8001863,"node/4235460949"
"1189","Stop_1569",8.7831604,50.8056346,"node/277776981"
"1190","Stop_1570",8.7830511,50.8058829,"node/1830988879"
"1191","Stop_1571",8.7827002,50.8057219,"node/2371396698"
"1192","Stop_1572",8.7830755,50.8056538,"node/3632904716"
"1193","Stop_1573",8.7825535,50.8057341,"node/3632904718"
"1194","Stop_1574",8.7830181,50.8058321,"node/3632904723"
"1195","Stop_1575",8.805529,50.8045993,"node/4235460948"
"1196","Stop_1576",8.7830881,50.8141247,"node/180556151"
"1197","Stop_1577",8.8076277,50.8119166,"node/3891520297"
"1198","Stop_1578",8.8056779,50.8167829,"node/308461835"
"1199","Stop_1579",8.8056781,50.8165649,"node/308461836"
"1200","Stop_1580",8.8056549,50.8163655,"node/3899415046"
"1201","Stop_1581",8.7111814,50.8281208,"node/2359381230"
"1202","Stop_1582",8.7156766,50.8306844,"node/2654846122"
"1203","Stop_1583",8.7113161,50.8282058,"node/3043532562"
"1204","Stop_1584",8.7157738,50.8422156,"node/3749642405"
"1205","Stop_1585",8.7158668,50.8421314,"node/3898608180"
"1206","Stop_1586",8.7463209,50.8208745,"node/2995435670"
"1207","Stop_1587",8.748954,50.8204299,"node/3861411231"
"1208","Stop_1588",8.7457562,50.8394844,"node/315560805"
"1209","Stop_1589",8.7552228,50.8358186,"node/2546061242"
"1210","Stop_1593",8.7620038,50.8319428,"node/2338422248"
"1211","Stop_1594",8.7621224,50.8319957,"node/3726146573"
"1212","Stop_1595",8.7622266,50.8318728,"node/523079063"
"1213","Stop_1596",8.7671345,50.8270772,"node/2446789567"
"1214","Stop_1597",8.766931,50.8300092,"node/2484763281"
"1215","Stop_1598",8.7683792,50.8306213,"node/2923514565"
"1216","Stop_1599",8.7686808,50.8306345,"node/2996176590"
"1217","Stop_1600",8.7622408,50.8318357,"node/3731924647"
"1218","Stop_1601",8.7622144,50.8319134,"node/3731924648"
"1219","Stop_1602",8.7711778,50.820541,"node/269140742"
"1220","Stop_1603",8.7692974,50.8256972,"node/1831853809"
"1221","Stop_1604",8.7716652,50.8259287,"node/2314957397"
"1222","Stop_1605",8.7722925,50.8202044,"node/2314957449"
"1223","Stop_1606",8.7724067,50.8215328,"node/2314957457"
"1224","Stop_1607",8.7723961,50.8216372,"node/2314957458"
"1225","Stop_1608",8.7698151,50.8258566,"node/2371404404"
"1226","Stop_1609",8.7695103,50.8259328,"node/2524597576"
"1227","Stop_1610",8.7695788,50.8256553,"node/2524597584"
"1228","Stop_1611",8.7695512,50.8256933,"node/2923514590"
"1229","Stop_1612",8.7697287,50.8258441,"node/2996104077"
"1230","Stop_1613",8.7716787,50.8258737,"node/2996104079"
"1231","Stop_1614",8.7695236,50.8258903,"node/2996104080"
"1232","Stop_1615",8.7714002,50.8260083,"node/2996104088"
"1233","Stop_1616",8.7714602,50.8260117,"node/2996104089"
"1234","Stop_1617",8.7716261,50.826207,"node/2996104103"
"1235","Stop_1618",8.7715175,50.8262128,"node/2996104105"
"1236","Stop_1619",8.7731865,50.8203189,"node/3732072054"
"1237","Stop_1620",8.7731692,50.8203457,"node/3732072055"
"1238","Stop_1621",8.7729621,50.820384,"node/3732072056"
"1239","Stop_1622",8.7730121,50.820398,"node/3732072057"
"1240","Stop_1623",8.7730654,50.8204948,"node/3732072058"
"1241","Stop_1624",8.7725752,50.8214941,"node/3732072080"
"1242","Stop_1625",8.7725678,50.8215224,"node/3732072082"
"1243","Stop_1626",8.7723621,50.8215354,"node/3732072083"
"1244","Stop_1627",8.7725343,50.8217238,"node/3732072086"
"1245","Stop_1628",8.7721571,50.8233337,"node/3732072089"
"1246","Stop_1629",8.7717318,50.8256057,"node/3735006241"
"1247","Stop_1630",8.7716992,50.82577,"node/3735006242"
"1248","Stop_1631",8.7747935,50.8233044,"node/4109906218"
"1249","Stop_1632",8.7747881,50.823323,"node/4109906219"
"1250","Stop_1633",8.7747834,50.8233349,"node/4109906220"
"1251","Stop_1634",8.7747186,50.8281414,"node/114666891"
"1252","Stop_1635",8.7729836,50.8284931,"node/310923605"
"1253","Stop_1636",8.7731034,50.8281713,"node/1758773554"
"1254","Stop_1637",8.7733533,50.8281656,"node/2341130036"
"1255","Stop_1638",8.7749628,50.8283131,"node/2887632554"
"1256","Stop_1639",8.7688483,50.8296705,"node/2923514591"
"1257","Stop_1640",8.7727686,50.8283624,"node/3138331270"
"1258","Stop_1641",8.7729285,50.828399,"node/3138331271"
"1259","Stop_1642",8.7726499,50.828406,"node/3138331273"
"1260","Stop_1643",8.7730323,50.8284655,"node/3138331275"
"1261","Stop_1644",8.7728689,50.8286921,"node/3138331277"
"1262","Stop_1645",8.7728988,50.8287532,"node/3138331279"
"1263","Stop_1646",8.7730586,50.8281393,"node/3734990621"
"1264","Stop_1647",8.775678,50.82894,"node/319251260"
"1265","Stop_1648",8.7599274,50.8366498,"node/311833408"
"1266","Stop_1649",8.7616688,50.8385292,"node/508461391"
"1267","Stop_1650",8.7605852,50.8378501,"node/1094996385"
"1268","Stop_1651",8.7604458,50.8375571,"node/1094996404"
"1269","Stop_1652",8.7601325,50.8364349,"node/1833651433"
"1270","Stop_1653",8.7601744,50.8378223,"node/2320761322"
"1271","Stop_1654",8.7567834,50.8360679,"node/2677924754"
"1272","Stop_1655",8.760042,50.8366428,"node/3912178321"
"1273","Stop_1656",8.7604309,50.8376146,"node/3912178324"
"1274","Stop_1657",8.7602568,50.8377862,"node/3912178325"
"1275","Stop_1658",8.7605204,50.8378078,"node/3912178326"
"1276","Stop_1659",8.7675701,50.8415121,"node/310915858"
"1277","Stop_1660",8.7680485,50.8405791,"node/1696009840"
"1278","Stop_1661",8.7661894,50.8401238,"node/1833651467"
"1279","Stop_1662",8.7677771,50.8406172,"node/2895465100"
"1280","Stop_1663",8.7677271,50.8406242,"node/2895465101"
"1281","Stop_1664",8.7679673,50.8406716,"node/2895465103"
"1282","Stop_1665",8.767659,50.8406866,"node/2895465105"
"1283","Stop_1666",8.7679541,50.8406958,"node/2895465106"
"1284","Stop_1667",8.7677086,50.8407123,"node/2895465107"
"1285","Stop_1668",8.7680017,50.8408621,"node/2895465110"
"1286","Stop_1669",8.7677162,50.8408677,"node/2895465111"
"1287","Stop_1670",8.7680353,50.8408802,"node/2895465112"
"1288","Stop_1671",8.767685,50.8408989,"node/2895465113"
"1289","Stop_1672",8.76798,50.8409661,"node/2895465117"
"1290","Stop_1673",8.7679449,50.8409685,"node/2895465119"
"1291","Stop_1674",8.7676226,50.8410941,"node/2895465123"
"1292","Stop_1676",8.7698228,50.8376159,"node/1833651439"
"1293","Stop_1677",8.7698157,50.8384411,"node/2341130016"
"1294","Stop_1678",8.7735263,50.8387109,"node/2371405859"
"1295","Stop_1679",8.7692961,50.839513,"node/3947704895"
"1296","Stop_1680",8.7690853,50.8395446,"node/3947704896"
"1297","Stop_1681",8.7720194,50.8399696,"node/65777627"
"1298","Stop_1684",8.7700051,50.8434716,"node/2895465136"
"1299","Stop_1685",8.77019,50.8435182,"node/2895465139"
"1300","Stop_1687",8.7691524,50.839668,"node/3947704898"
"1301","Stop_1688",8.7854488,50.8200945,"node/520397339"
"1302","Stop_1692",8.809464,50.7731689,"node/1699452220"
"1303","Stop_1697",8.8087284,50.7985509,"node/3844330498"
"1304","Stop_1698",8.8085112,50.7985656,"node/3844330499"
"1305","Stop_1699",8.8092854,50.8175877,"node/3024546741"
"1306","Stop_1700",8.8097212,50.8176114,"node/3024546742"
"1307","Stop_1701",8.8089037,50.8173899,"node/3843618319"
"1308","Stop_1702",8.8089689,50.8176211,"node/3843618324"
